id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
KAPT_KAPT_0122_09901,Sweet Christmas Night (Light Vs),Cinematic/Childish Orchestral Build Up. Christmas. Tender/Sentimental. Growing Touching Distant Flutes With A Glockenspiel Melody & Bells.,96,94,Merry Kids,Kaptain,Andrew Pearce,1222,2034,01/05/2022
KAPT_KAPT_0125_05401,Secret Neighborhood (30s),Dramedy/US Series. Light & Interrogative. Intriguing String Orchestra & Woodwinds Over A Captivating Flute Melody & Ethnic Light Percs.,112,30,Curious Gossips (Dramedy & Light Mystery),Kaptain,Christophe Arrachart,1222,,01/05/2022
KAPT_KAPT_0129_00301,La Famille Tortue (Vocals),"French Traditional Nursery Rhymes. Carefree & Naive. Bouncy Organ, Light Strings Orchestra & Woods Ensemble On A Played Snare Drum With Brushes & Touching Female Voice.",112,71,Comptines Françaises 2 (Well Known Nursery Rhymes),Kaptain,Aurelien Mergault,1222,,01/05/2022
KAPT_KAPT_0129_04301,Pirouette Cacahuete (30s Vocals),"French Traditional Nursery Rhymes. Tender & Carefree. Delicate Acoustic Guitar, Touching Strings Orchestra & Flutes On A Light Percs Ensemble & Sweet Female Voice.",152,30,Comptines Françaises 2 (Well Known Nursery Rhymes),Kaptain,Aurelien Mergault,1222,,01/05/2022
KAPT_KAPT_0131_04101,Hawaiian Souvenirs (30s),"Holidays/Relax. Charming & Peaceful. Hawaiian Slide Guitar, Organ & Arpeggiated Ukulele Over A Light Rhythmic With Ethnic Percs.",120,30,Holiday Island,Kaptain,Aurelien Mergault,1286,,01/05/2022
KAPT_KAPT_0132_01401,Returning Home,Cinematic & Romantic Orchestral. Light & Sweet. Touching Piano Melody With Moving Strings Orchestra.,162,94,Life's Tender Moments,Kaptain,Gaspard Ducy,1222,2034,01/05/2022
KAPT_KAPT_0132_02701,Tender Night (No Strings),"Romantic & Cinematic. Tender & Intimistic. Suspended Piano Melody, Delicate Synths Sequences On A Light Percs Ensemble.",117,113,Life's Tender Moments,Kaptain,Charles Dacre Wright,1222,2034;2169,01/05/2022
KAPT_KAPT_0133_03501,60'S Ska (Alt Vs),Leisure/Comedy. Festive & Positive. Electric Guitars & Bouncy Piano With Dancing Brass Section Over A Catchy Ska Bass/Drums.,133,145,Reggae Vibes,Kaptain,Thomas Broussard,1183,1991,01/05/2022
KAPT_KAPT_0134_05301,Serengeti Spirit (Ambient),"Savannah/Mystical. Mysterious & Strange. Bewitching Synths Pads, Flute Melody With Male Voices. Female Voices @ 147.",178,170,Tribal Trip,Kaptain,Stephane Rault,1225,2169,01/05/2022
KAPT_KAPT_0137_00901,Esraj,"World Music. India. Cello, Violins, Dilruba & Strings. Tragic Funeral March. Solemn, Poignant & Desolate. Tears, Regrets & Pain.",162,151,Life & Drama Stories (Documentary Series),Kaptain,Christophe Moutot,1185,,01/05/2022
KAPT_KAPT_0140_00301,Behind The Scene 03 (Drama & Tension),Cinematic & Dramatic Orchestral. Bewitching & Suspense. Intriguing Strings Orchestra & Harp Gradually Developing With A Delicate Piano & Light Percs.,101,149,Behind The Scene (Original Score),Kaptain,Gilles Alonzo,1222,2034,01/05/2022
KAPT_KAPT_0145_03401,Last Chance Mission (Underscore),Cinematic & Dramatic Orchestral. Suspense & Inexorable. Bouncing String Orchestra & Synths Layers With Light Electronic Percs.,120,174,Royal Spy,Kaptain,Charlie Nguyen Kim,1222,,01/05/2022
KAPT_KAPT_0152_01801,Act Alone (No Perc),"Cinematic & Dramatic Rock Orchestral Build Up. Disturbing & Turbulent. Captivating Synths Layers & Sequences & Strings, Determined Drums/Bass @140.",96,167,Cold Case Files,Kaptain,Nicolas Deroo,1227,1943;2036;3410,07/05/2023
KAPT_KAPT_0153_02101,The Power Of Love (Choir),Pop-Rock Song. Poignant & Punchy. Touching Piano Melody & Aerial Synths Sequences On A Powerful Bass/Drums With Moving Male Choirs.,120,165,Emotional Pop-Rock,Kaptain,Charles Dacre Wright,3388,2031;2095;2187;3409;3410,07/05/2023
KAPT_KAPT_0157_05301,Never Give Up (30s),Cinematic & Dramatic Orchestral. Tense & Tormented. Heady Synths Sequences And Guitars Driving By A Powerdful Orchestra And Determined Percs Ensemble.,98,30,24h Action Day 2,Kaptain,Christophe Arrachart,1227,1943;2036,07/05/2023
KAPT_KAPT_0157_05601,Iron Warriors (30s Perc & Fx),Action/Chase. Turbulent & Urgent. Powerful & Catchy Percs Ensemble.,101,30,24h Action Day 2,Kaptain,Yannis Dumoutiers,1227,1943;2036;2173,07/05/2023
KAPT_KAPT_0161_05201,African Village (30s),"Savannah/Wildlife. Fun & Determined. Balafon Melody, Flutes & Ngouni On A Catchy Bass/Drums With African Percs Ensemble. Vox FX.",100,30,African Soundscapes,Kaptain,Raphael Joly,1186,1995,07/05/2023
KAPT_KAPT_0162_04001,Xmas Time (Vocals No Drums),"Steady Rock Song. Christmas. Cheerful & Happy. Electric Guitars, Organ & Bouncy Piano On A Groovy Bass With Positive Male Voices & Bells Melody.",118,108,Christmas Songbook,Kaptain,David Ohana,1183,1991;1992;2187,07/05/2023
KAPT_KAPT_0164_00901,The Source Code,"Investigation/Spying. Captivating & Suspense. Keyboard, Synths Layers & Sequences Over An Urban Rhythmic @ 034.",92,109,Profiler,Kaptain,Thomas Parisch,1168,1933;1977;2046,07/05/2023
KAPT_KAPT_0169_06301,Feel The Power (30s),"TV Ads/Sport. Punchy & Poignant. Dubstep Synths Layers & Sequences, Aerial Electric Guitars & Piano Over A Powerful Urban Rhythmic.",145,30,Enter The Arena,Kaptain,Aurelien Mergault,1133,1942;1943;2006;3410,08/02/2023
KAPT_KAPT_0171_02201,Season Opening (30s),Mode/People. Groovy & Punchy. Dancing Synth Layers And Sequence With Funky Guitars And Pitchy Vocals Over A Determined Electro Beat.,103,30,Higher Stronger,Kaptain,Emmanuel Lipszyc,1149,1943;2006;2041;2098,08/02/2023
KAPT_KAPT_0174_01101,Playing Tricks,"Drama/TV Series. Suspenseful & Interrogative. Bouncy String Orchestra, Intriguing Woodwind Melody And Harp Over A Light Set Of Percs With Castanets.",111,86,Dramedy Scenes 01 (Suspense & Light Tension),Kaptain,Yannis Dumoutiers,1222,2031,08/02/2023
KAPT_KAPT_0175_02701,Nice Revenge (30s),"Tv Series / Dramedy. Light Suspense & Interrogative. Pending String Orchestra, Glockenspiel Melody And Harp On A Set Of Percs With Claps And Castanets.",115,30,Dramedy Scenes 02 (Family Daytime),Kaptain,Yannis Dumoutiers,1222,2031,08/02/2023
KAPT_KAPT_0178_07401,Revenge Awaits (30s),"Spy Series / Investigation. Interrogative & Introspective. Heady String Orchestra, Moving Celesta Melody, Harpsichord, Intriguing Guitars And Woodwinds On A Light Set Of Percs.",90,30,Dramedy Scenes 03 (Enigmatic & Questioning),Kaptain,Guillaume Baron,1222,2031,08/02/2023
KAPT_KAPT_0179_02701,Running Against Time (Underscore),Investigation / Police Series. Suspense & Interrogative. Layers And Aerial Synth Sequences On A Catchy Electro Beat.,94,133,Time Control,Kaptain,Raphael Joly,1124,1943;2002;2173,08/02/2023
KAPT_KAPT_0179_06901,Dawn Of A New Time (No Drums),"Investigation / Investigation. Introspective & Interrogative. Delicate Rhodes, Captivating Synth Layers And Moving Strings On A Heady Bass.",90,114,Time Control,Kaptain,Raphael Joly,1227,2036,08/02/2023
KAPT_KAPT_0181_02301,Little Gossip (No Perc),"Dramedy / TV Series. Lightweight & Fun. Heady String Orchestra, Intriguing Marimba Melody, Delicate Piano And Playful Flutes.",120,99,Dramedy Scenes 04 (Gossip & Rumours),Kaptain,Romain Paillot,1222,2031,08/02/2023
KAPT_KAPT_0185_01701,Ant Trail,"Comedy/US Series. Charmin & Amusing. Pizz, Woodwinds, Harp & Glockenspiel With Small Perc Ensemble.",104,107,Kids Comedy 2,Kaptain,Thomas Parisch,1105,2031,08/02/2023
KAPT_KAPT_0186_05201,The Way Of Hope (30s No Beat),Fashion / Romantic Comedy. Touching & Moving. Delicate Piano Melody And Captivating Synth Layers.,97,30,Electro Cinematic Journey,Kaptain,Sleever,1289,1933;1943;2006,08/02/2023
KAPT_KAPT_0188_00801,Shade Of Mystery,"Cinematic And Dramatic Orchestral Build Up. Insistent & Disturbing. Heady String Orchestra Developing Crescendo With Woodwinds, Captivating Synths And Percs.",120,97,Golden Spies (Original Score),Kaptain,Cyrille Aufort,1222,2036,08/02/2023
KAPT_KAPT_0188_01801,Mystery Of The Riviera Suite (No Perc),Cinematic And Dramatic Orchestral Build Up. Busy & Interrogative. Heady And Urgent Symphony Orchestra.,125,122,Golden Spies (Original Score),Kaptain,Cyrille Aufort,1222,2031,08/02/2023
KAPT_KAPT_0188_03901,Following The Clues (No Perc),"Cinematic Orchestral And Investigation. Suspense & Pending. Strange String Orchestra, Imposing Piano And Captivating Woodwind Melody.",144,90,Golden Spies (Original Score),Kaptain,Cyrille Aufort,1222,2036,08/02/2023
KAPT_KAPT_0190_06101,If I Could Fly (30s),Magazine / Communications. Introspective & Poignant. Touching Melody Of Piano And Electric Guitar With Captivating Synths On A Trip-Hop Beat With Female Choirs.,126,30,Future Vision,Kaptain,Stephane Rault,1192,1943;1977;2004;2006,08/02/2023
KAPT_KAPT_0192_03201,Cyber Investigation (No Beat),Doubt / Expectation. Interrogative & Intriguing. Layers And Aerial Synth Sequences With A Heady Electro Bass.,85,150,Dark Investigation,Kaptain,Stephane Rault,1124,1927;2031;3906,08/02/2023
KAPT_KAPT_0197_02001,Gentle Sleep (Solo Piano),Destiny / Narrative. Touching & Intimate. Touching Piano Solo And Delicate Glockenspiel.,130,100,Inner Journey,Kaptain,Yannis Dumoutiers,1222,2031,09/06/2023
KAPT_KAPT_0199_04201,My Love Epilogue (30s),"Romantic Cinema / Introspection. Tender & Poignant. Touching Piano, Aerial Guitars And Bewitching Synths With Moving Strings, Touching Vocals And A Beat.",115,30,Emotional Stories,Kaptain,Yannis Dumoutiers,1227,1918;2036,09/06/2023
KAPT_KAPT_0206_10001,Sunshine Happy (30s),"Nature/Romance. Charming & Moving. Folk Guitars, Ukulele, Touching Piano Melody And Glockenspiel With A Poignant String Orchestra And Light Drums.",140,30,Simple Life,Kaptain,Charlie Nguyen Kim,1170,1979;2095,09/06/2023
KAPT_KAPT_0207_10301,Captivating Costume (Underscore),Dramedy / Light Comedy. Carefree & Fun. Jumping Pizzicatos And Intriguing Vibraphone.,80,66,Dramedy Scenes 05 (Mystery & Comedy),Kaptain,François Hasden,1222,2002;2031,09/06/2023
KAPT_KAPT_0210_07401,Farm Tech (No Beat),Lifestyle / TV Series. Lively & Positive. Airy Pop Electric Guitars And Acoustic Guitar With Fun Synths.,164,119,Social Networking,Kaptain,Benjamin Salem,3387,2001;2098;3409,09/06/2023
KAPT_KAPT_0212_04301,Strange Behaviour (30s),"Dramedy / Tv Series. Intriguing & Pending. Symphony Orchestra In Suspense, Piano Melody, Woodwind Ensemble And Celesta On An Urban Trap Beat.",117,30,Trapedy Time,Kaptain,Xavier Berthelot,3386,2036;2046;3408,09/06/2023
KAPT_KAPT_0213_04201,Ain't It Goes Like (Instrumental No Beat),"Magazine / Street Arts. Touching & Poignant. Aerial Guitar Arpeggios, Bewitching Synths And An Imposing Sub.",102,144,Radio Bangers,Kaptain,Emmanuel Lipszyc,1288,2001;2046;2173,09/06/2023
KAPT_KAPT_0213_06801,You Were There (Instrumental No Beat),Clubbing / Party . Moving & Uplifting. Piano And Funky Guitars On A Catchy Bass.,151,204,Radio Bangers,Kaptain,Emmanuel Lipszyc,1121,2004;2046;2095;2173,09/06/2023
KAPT_KAPT_0214_04001,Small Leaps (Light Vs),"TV Series / Family. Tender And Sincere. Hopping String Orchestra, Woodwind Ensemble, Marimba And Delicate Piano On A Set Of Small Percs. Light Battery @ 106.",116,121,Family Life,Kaptain,Christophe Arrachart,1222,2031,09/06/2023
KAPT_KAPT_0219_00101,This Is The Sound (Vocals),"Clubbing / Parties. Lively & Positive. Funky Guitar, Dancing Synths And Groovy Bass On A Punchy Electro Beat With A Pitched Male Voice.",125,146,Clubbers Only,Kaptain,Nicolas Molio,1121,1943;1953;2006;2041;2187,09/06/2023
KAPT_KAPT_0220_07001,Strategy Change (Underscore),Police Series / Investigation. Suspenseful & Tense. Eerie Synth Pads And Sequences With Distant Strings On A Determined Set Of Percs.,86,139,Face The Fear,Kaptain,Nicolas Deroo,1227,2002;2036;2173,09/06/2023
KAPT_KAPT_0222_08101,I Do Like (Instrumental),Nature / Travel. Touching & Tender. Folk Acoustic Guitars And Delicate Piano Over Light Bass/Drums.,117,127,Summer Road,Kaptain,Jenna Bouyeure,1170,2007,08/02/2023
KAPT_KAPT_0227_05001,Fashion Girl (30s No Voices),"Fashion/People. Trendy & Determined. Vintage Loop Fx, Funky Electric Guitar & Dancing Synths On A Punchy Electro Beat.",115,30,Fashionista,Kaptain,Yannis Dumoutiers,1144,1943;2041;3397,10/04/2023
KAPT_KAPT_0228_01401,Gigue,Destiny / Cinema. Light And Bouncy. Touching And Delicate Piano Solo.,100,174,Piano Pieces,Kaptain,Popion,1222,1927;2001;2031;3906,11/01/2023
KAPT_KAPT_0228_02001,Piano Lullaby,Romantic Cinema / Destiny. Touching & Intimate. Touching And Moving Piano Solo.,100,202,Piano Pieces,Kaptain,Jean-Michel Bernard,1222,1916;2001;2031,11/01/2023
KAPT_KAPT_0231_04501,Beyond The Shadows 45 (Tension),"Cinematic And Dramatic Orchestral. Introspective & Tormented. Touching Piano Melody, Captivating Synths And Suspended Strings On A Low Pulsation And Percs.",127,49,Beyond The Shadows (Original Score),Kaptain,David Pasini,1227,1927;2036;3906,10/04/2023
KAPT_KAPT_0233_07501,Where Did You Go (Choir),RnB Song. Poignant & Intropective. Delicate Piano & Aerial Acoustic Guitars & Light Strings On A Beat With Moving Female Choirs.,114,253,R'n'B Pop Songs,Kaptain,David Ohana,1288,2187,10/04/2023
KAPT_KAPT_0234_02601,Drive Me To The Sky (Light Beat),Magazine/Fashion. Nice & Dreamy. Touching Piano Melody Growing Over Captivating Synths Layers With An Electro Pop Beat.,97,234,Hope Beyond Darkness,Kaptain,Sleever,1289,1933;1943;2036;2098;3397,10/04/2023
KAPT_KAPT_0234_09801,Hope Never Dies (30s2),Cinematic & Fantasy Orchestral. Interrogative & Introspective. Moving Symphony Orchestra With Synths Layers & A Touching Piano.,138,30,Hope Beyond Darkness,Kaptain,Baptiste Francois Thiry,1227,1933;1943;2036,10/04/2023
KAPT_KAPT_0236_01101,Carefree Day,Leisure/Magazine. Happy & Positive. Electric & Acoustic Guitars With A Touching Piano & Folk Catchy Drums & Bass.,100,144,Carefree Days,Kaptain,Clement Debethune,1170,1979;2095,10/04/2023
KAPT_KAPT_0236_05701,Green Journey (No Beat),Nature/Landscapes. Peaceful & Moving. Folk & Electric Guitars With Atmospheric Synths & Touching Choirs.,110,124,Carefree Days,Kaptain,Benjamin Salem,1289,1943;1979;2095;2098,10/04/2023
KAPT_KAPT_0238_06101,Because Of You (30s),Piano & Congas. Romantic Comedy & Landscapes. Touching & Poignant.,106,30,Emotional Landscapes,Kaptain,Christophe Lebled,1222,1918;1933;2006,11/01/2023
KAPT_KAPT_0240_03701,Funk Club (No Beat),"Fashion/People. Positive & Dancing. Bouncy Electric Guitars, Piano Melody & Dancing Synths Sequences Over A Groovy Bass.",120,141,Funky Attitude 2,Kaptain,Stephane Rault,1228,1943;2006;2041;3397,10/04/2023
KAPT_KAPT_0240_04101,Funky Dancefloor (Underscore),Fashion/People. Positive & Catchy. Funky Synths Sequences Over Dancing Electro Drums/Bass.,128,144,Funky Attitude 2,Kaptain,Stephane Rault,1228,1943;2002;2006;2031;2041;3397,10/04/2023
KAPT_KAPT_0247_02501,High Jive (No Trumpet),Jazz Club / Culture. Positive & Romantic. Touching Piano And Saxophone Melody On A Catchy Jazzy Bass/Drums.,172,178,Jazzy Night Trip,Kaptain,Thomas Parisch,1248,2057,10/04/2023
KAPT_KAPT_0248_04801,Secret Threat (30s),"Ambient Electro Rock. Sports, Drama & Investigation. Suspenseful & Aggressive. Electric Guitar, Synth & Electro Percs.",92,30,Critical Situations (Tension & Action),Kaptain,Romain Paillot,1227,1943;2036;2131,10/04/2023
KAPT_KAPT_0248_05101,Bad Intel (Light Vs),"Ambient Electro. Investigation & Police Series. Suspenseful & Disturbing. Synths, Strings, Electric Guitar, & Electronic Percs.",109,130,Critical Situations (Tension & Action),Kaptain,Thomas Parisch,1227,1933;2036,10/04/2023
KAPT_KAPT_0248_05801,Waiting Room (30s),"Cinematic Orchestral. Disturbing & Bewitching. String Orchestra, Rhodes & Glockenspiel Over Powerful Drums.",100,29,Critical Situations (Tension & Action),Kaptain,Sandy Etienne Lavallart,1227,1933;1943;2036,10/04/2023
KAPT_KAPT_0250_03901,Metro Lady (Alt Vs),Luxury / Beauty. Poignant & Motivating. Captivating Synths And Airy Choruses With A Heady Bass.,125,130,Luxury Time And Space,Kaptain,Emmanuel Lipszyc,1168,1977;2006,01/03/2024
KAPT_KAPT_0252_05601,Clapping Game (30s),Sports / Competition. Powerful & Determined. Imposing Set Of Percussions And Heady Claps On A Punchy Hip Hop Beat.,140,30,Battle Of The Beats,Kaptain,Sleever,1237,1943;2006;2046,10/04/2023
KAPT_KAPT_0256_05601,Drama Live Orchestra 22 (Alt Vs),Cinematic And Dramatic Orchestral. Worrying & Suspended. Heady Piano Melody Developing On A Finale With A Moving Symphony Orchestra.,155,57,Drama Live Orchestra,Kaptain,Carolin Petit,1222,1927;2031;3906,10/04/2023
KAPT_KAPT_0258_09101,Rica Semana (Vocals No Beat),Latin Pop Song. Aerial & Heady. Captivating Synth Pads And Sequences On An Imposing Bass With Touching Male Voices.,105,225,Latino Bangers,Kaptain,Renaud Febvre,1277,1927;2086;2187;3906,11/01/2023
KAPT_KAPT_0261_05801,Back To Detroit (30s),"Tv Series / Feelgood. Motown Soul. Positive & Unifying. 60s Electric Guitars, Punchy Brass Section And Rhodes On A Lively Bass/Drums With Airy Choirs.",125,30,Retro 60's Style,Kaptain,David Ohana,1234,1973;2007;2037;2084;2131,11/01/2023
KAPT_KAPT_0266_04701,Lazy Day Off (30s),"Drama/Light Comedy. Intriguing & Sneaky. Jumping String Orchestra, Delicate Mallet And Woodwind Melody On A Set Of Small Percs With Castanets.",108,30,Dramedy Scenes 09 (Kids & Family),Kaptain,Yannis Dumoutiers,1222,2031,01/03/2024
KAPT_KAPT_0266_05401,Waiting For Results (30s),"Investigation/Introspection. Interrogative/Suspense. Repetitive Strings, Intriguing Vibraphone Melody, Piano, Captivating Synths, Light Percs.",110,30,Dramedy Scenes 09 (Kids & Family),Kaptain,Yannis Dumoutiers,1222,1918;1943;2036,01/03/2024
KAPT_KAPT_0269_01301,Enemy Escape,Cinematic & Dramatic Orchestral. Suspense & Frightening. Moving Symphony Orchestra Growing Over A Powerful Percs Ensemble & An Electric Guitar @059.,130,102,Cinematic Action,Kaptain,Romain Paillot,1227,1943;2036,01/03/2024
KAPT_KAPT_0269_05301,Dante's Inferno (No Choir),"Dramatic & Cinematic Build Up. Tumultuous/Warlike. Powerful Symphony Orchestra, Aggressive Electric Guitars Growing Over A Determined Percs Ensemble.",100,121,Cinematic Action,Kaptain,Yannis Dumoutiers,1227,1943;2036,01/03/2024
KAPT_KAPT_0273_01401,Mysterious Affair,Cinematic & investigation orchestral. Mysterious & interrogative. Intriguing string orchestra & captivating synths layers over a determined rhythmic.,120,102,Tension Undertones,Kaptain,Raphael Joly,1227,1943;2036,03/06/2024
KAPT_KAPT_0275_01601,Intertwined Hands,"Romantic Cinema / Landscape. Touching & Intimate. Delicate Folk Guitar, Moving Piano Melody And Poignant String Orchestra.",172,98,Gentle Folk & Pop,Kaptain,Thibaud Chenaille,1227,1927;1979;2036;2100;3906,02/07/2024
KAPT_KAPT_0275_02701,Alone With You (Light Vs),Folk Cinematic & Melancholic Orchestral. Soft & Gentle. Acoustic Guitars Duo & Cello.,140,109,Gentle Folk & Pop,Kaptain,David Lefevre,1170,1933;1943;1979;2036,02/07/2024
KAPT_KAPT_0282_02201,Hopeless Night (No Rhythmic),"Cinematic & dramatic orchestral. Wandering & tormented. Heady piano melody, captivating synths layers over a moving string orchestra.",94,151,Mind Games,Kaptain,Charlie Nguyen Kim,1227,1943;2036,06/05/2024
KAPT_KAPT_0282_03801,Progression (30s),"Inquiry/investigation. Suspenseful & strange. Urgent percussion ensemble, anguished piano and synth alternating calm and tension.",178,30,Mind Games,Kaptain,Nicolas Borne,1227,1918;1933;2036,06/05/2024
